komentar,timestamp,sentiment
"min apakah benar saya melihat fyp saya ada tuh ""Prabowo Subianto akan tidak akan memboleh kan anak dibawah 16 di larang menggunakan hp""?",2025-01-05 04:52:46+00:00,negatif
min libur sekolah pas puasa min,2025-01-05 04:48:39+00:00,netral
tapi banyak pihak tidak bertanggung jawab yang tetap menaikan jualannya min. enaknya di apain min?,2025-01-05 04:27:30+00:00,negatif
aku penggemar mu min,2025-01-05 04:26:39+00:00,positif
"btw apa pendapat mimin @partaigerindra persoalan nenek pencuri batang kayu dan pencuri uang negara yg sampai ratusan T ,tapi hukumannya hampir di setarain🫣",2025-01-05 04:26:37+00:00,negatif
YTH.BAPAK PRABOWO TOLONG ATURAN BPJS YG BARU TERAPI ANAK JANGAN DIBATASI SAMPAI 7 TAHUN😭,2025-01-05 04:22:37+00:00,netral
min bersihin jalan kasongan min😭🙏,2025-01-05 04:05:05+00:00,positif
"kayu = 5th
ayam = 7th
300T = 6,5th💀",2025-01-05 04:02:53+00:00,negatif
"@partaigerindra cara Copy caption nya gmana, saya malas ngetik 😂",2025-01-05 04:01:36+00:00,negatif
pak sekolah saya ga dapet makan gratis pa,2025-01-05 03:56:11+00:00,positif
"Msh banyak rakyat yg blm paham, jadi perlu disidak krn banyak barang yg ga seharusnya harga naik tapi dinaikan😭 ke pasar beli cabe 5rb berasa kek beli 2rb nangisssssss dpt cuma 8biji dong😭😭",2025-01-05 03:55:09+00:00,negatif
Orang indonesia mah kebanyakan telinga dari telinga coba simak baca detail jngn maen gegara pajak gegara pajak klo alesannya buat kemajuan negara ya ayok dukung,2025-01-05 03:52:33+00:00,netral
min kata tukang warung odol sama sabun mandi ikut naik bener gak itu katanya barang mewah..bukan itu kebutuhan yah😊,2025-01-05 03:50:56+00:00,negatif
"admin mau tanya kenapa orang korup 300 triliun di penjara 6,5 tahun sementara make cit di ml akun ku kena band 30 tahun",2025-01-05 03:47:51+00:00,negatif
min turunin harga kapal lah,2025-01-05 03:47:13+00:00,negatif
Min apa nanti pas Ramadhan sekolah diliburkan?,2025-01-05 03:47:12+00:00,negatif
pak tolongin nenek ituu pak kasih an pak brabowo,2025-01-05 03:44:01+00:00,netral
min mana makanan gratis nya harus di tepati kalo di kampung juga laa min si kabupaten Bangkalan kecamatan geger smp al as'ary,2025-01-05 03:41:01+00:00,netral
"min apa benar makanan gratis di luncurkan seluruh sekolah indo
sehari apa setiap hari min dan daftar makanan nya uda keluar untuk setiap daerah apa itu benar min ?",2025-01-05 03:39:40+00:00,negatif
min boleh ck dm@gerindra,2025-01-05 03:32:14+00:00,netral
😁,2025-01-05 03:27:38+00:00,positif
"@gerindra min tolong dong untuk pajak PPN iklan di platform digital (google, Ig, tiktok dll) di hapus atau di kurangi, kita iklan itu kan mau mulai usaha belum tau untung atau rugi berhasil atau gagal dalam bisnis. Masak belum tau hasil bisnis itu udah dikenakan pajak. Berat sekali beban itu min katanya bisnisn harus transformasi digital tpi di hajar PPN biaya iklannya",2025-01-05 03:22:21+00:00,negatif
min tolong honorer diangkt semua full time,2025-01-05 03:20:38+00:00,positif
"kasus fufufafa tenggelam , kasus korupsi yaqut tenggelam , maling trilyunan di hukum LBH rendah dari maling ayam , hukum apa yg kalian tegakkan????",2025-01-04 17:27:27+00:00,negatif
min upami abi uken janda di pasihan moal,2025-01-04 17:25:30+00:00,netral
min. tolong dong di pedesaan banyak begal😭.,2025-01-04 17:20:39+00:00,netral
mas anis mas anis 😂,2025-01-04 17:12:37+00:00,netral
min ilangin razia rambut dong seluruh sekolah 🗿,2025-01-04 17:05:55+00:00,negatif
min gw pengen beli zx 25 tp mahal bisa di turunin GK min 10 ribu aja😅😅😅😂,2025-01-04 17:03:15+00:00,negatif
🙏,2025-01-04 17:02:10+00:00,positif
saran ajha min ni dari saya masyarakat ekonomi lemah kasih Lebel resmi tiap produk yg gak kena pajak 12 % biar gak ad oknum ya g memanfaatkan situasi seperti ini,2025-01-04 16:58:09+00:00,negatif
gerombolan sakit hati yg 16% sama 24% mana mau baca min...mana paham mereka 😭.padahal kenaikan PPN hanya 1% yakni dari sebelumnya 11% naik 1% jadi 12%.dan itupun hanya untuk barang mewah.🤦🏽,2025-01-04 16:56:49+00:00,negatif
tp min klo salah 1 naik pasti semua ikut naik min. ini para pedagang di pasar2 udah pada naikin harga kebutuhan pokok.,2025-01-04 16:52:18+00:00,negatif
🥰,2025-01-04 16:46:13+00:00,positif
"Malam min , sehat selalu ya jaga kesehatan. 🤗 Oya min btw, kenapa si pejabat selalu dpt fasilitas seperti sultan? 😭 Sedangkan aku gatega liat orang2 susah dipinggir jln😭",2025-01-04 16:45:35+00:00,netral
maaf pak kami pensiun dini yg suami meningga pesangon 50% pensiun bulanan 1500000 tp anak2 msh umuran SD buku cetak hrgax sampai plng murah 500000 blm kebutuhan hr2 yg makin meningkat,2025-01-04 16:43:59+00:00,negatif
@someone:Min izin bertanya ttg yang liburan pada saat puasa itu apakah hanya untuk sekolah negeri atau semuanya apakah sekolah sekolah asramaa dan pesantren pesantren jg ikut libur pada saat puasa?,2025-01-04 16:41:15+00:00,negatif
menyalaaa presiden gemoyku 🔥,2025-01-04 16:40:17+00:00,positif
pak turunin harga indomie jadi 2rb,2025-01-04 16:36:22+00:00,negatif
pa milih epep apa bussid?,2025-01-04 16:35:44+00:00,netral
"min emang bener suka nonton donghua juga ""BTTH"" ???",2025-01-04 16:34:17+00:00,negatif
PENTING NYA MEMBACA😇,2025-01-04 16:32:43+00:00,positif
assalamualaikum min,2025-01-04 16:27:49+00:00,netral
Assallamuallaikum pak Tolongin pemuda pemuda yang terjebak di Kamboja pak mereka butuh pertolongan kasian pak mereka tolongin pak 🙏🙏,2025-01-04 16:20:26+00:00,negatif
Min mau nanya reaksi mimin saat liat klarifikasi polsek cinangka tapi tiba2 dihapus😁,2025-01-04 16:20:18+00:00,negatif
🥰,2025-01-04 16:19:06+00:00,positif
lu nganggur min? kok banyak bls orang comentar🤣,2025-01-04 16:19:04+00:00,negatif
pak turunin harga tiket pesawat,2025-01-04 16:17:18+00:00,positif
"tolong min didaerah kami hampir seluruhnya,dikalimantan,bahkan sampai didemo min kantor PDAM nya didaerah berau,knp tarif air naik melonjak beberapa kali lipat min,biasa yang byr air 150 rb perbulan naik jadi sampai 500- 800rb, ada yng biasa byr 300 rb tiba tiba byr sampai 1,2 juta padahal bukan orang berada rata rata yang kasih laporan,ada apa ini min tolong dong diusut,kata orang kantor PDAM nya memang sdh hitungannya bgtu dan aturan kenaikan tarif ktnya.",2025-01-04 16:13:37+00:00,negatif
🥰,2025-01-04 16:12:09+00:00,positif
Legal Kan Knalpot Brong,2025-01-04 16:10:32+00:00,negatif
😄,2025-01-04 16:07:35+00:00,positif
😁,2025-01-04 15:55:49+00:00,positif
assalamualaikum,2025-01-04 12:58:39+00:00,netral
min ada loker buat emak2 gak,2025-01-04 12:56:34+00:00,netral
saya Dulu Harap Bahan Pokok Bakal Turun ehh rupanya Malahh Melonjak Tinggi Bahan pakan .,2025-01-04 12:52:18+00:00,negatif
😹,2025-01-04 12:52:07+00:00,positif
Min kok di saya tahun nya 2024 ya,2025-01-04 12:46:40+00:00,positif
"min, cara biar gk cemburu saat crush sekelas bercanda sma tmen yg lain gmn min?😔",2025-01-04 12:46:38+00:00,negatif
😻,2025-01-04 12:44:52+00:00,positif
min buat undang undang ayam tetangga yg suka b***k di teras rumah🤭,2025-01-04 12:40:57+00:00,negatif
min info lokerr minn cape nganggur mulu🙂,2025-01-04 12:38:25+00:00,netral
"Min,, tolong SIDAK PDAM di Kab. Berau min🙏🙏🙏 kerugian dgn alasan biaya operasional apa yg sampai TEGA membebankan warga berau dgn kenaikan 300%-500% 🙏🙏🙏 warga berau mw demo tgl. 7 @gerindra",2025-01-04 12:34:11+00:00,negatif
min kena love bombing,2025-01-04 12:33:01+00:00,positif
min turunin harga sepatu ls reborn,2025-01-04 12:21:55+00:00,positif
min puasa jadi libur GK soalnya kalok libur mau plng ke kampung 🥹,2025-01-04 12:20:44+00:00,negatif
"makasih banget min sama pak presiden, perihal listrik 😭😭😭 yaAllah kebantu bgt.. sehat dan panjang umur untuk bapak presiden dan seluruh anggotanya..",2025-01-04 12:16:44+00:00,positif
"yg masih sewot ppn 12% antara mau beli privat jet, atau emg males baca aja",2025-01-04 12:15:25+00:00,negatif
min bapa besok hadir gak di acara haul Abah guru sekumpul 🙏,2025-01-04 12:12:34+00:00,positif
info jodohku dimana min?,2025-01-04 12:12:05+00:00,negatif
sadar gasih kelean pertamax skrg tu murahh......,2025-01-04 12:07:33+00:00,negatif
"min,, TPG kab. Kayong Utara selalu telat. bahkan nunggak...mohon pencerahannya min...",2025-01-04 12:04:28+00:00,negatif
KENAPA TELUR MASIH MAHAL?😭,2025-01-04 12:00:41+00:00,netral
min bulan puasa libur gak?,2025-01-04 11:59:46+00:00,negatif
"min, berapa kali cristian ronaldo ke indonesia?",2025-01-04 11:59:41+00:00,negatif
dimana makan gratis ku pak prabowo,2025-01-04 11:58:18+00:00,positif
"kayu = 5th💀
ayam = 7th💀
300T = 6,5th💀
menyala negri ku🔥🔥🔥🔥🔥",2025-01-04 11:55:24+00:00,negatif
Macane dadi kucinggg meong’2,2025-01-04 11:55:14+00:00,negatif
mindra harga YAMAHA FIZ R naik apa tetap?,2025-01-04 11:51:10+00:00,negatif
ngakak liat bio gerinda 😅,2025-01-04 11:51:01+00:00,netral
"assalamu'alaikum bg, bismillah maaf bg cma mau ngasi tau gua anak yatim piatu tinggal sendiri... boleh ga sdkt bantuan modalin usaha bg sama perbaiki kendaraan",2025-01-04 11:46:53+00:00,negatif
min lawaknya dingy,2025-01-04 11:44:19+00:00,netral
pak tolong turunin harga chana auranti sama stewarti jadi 30 ribu,2025-01-04 08:13:54+00:00,negatif
pak turunin harga zx25R,2025-01-04 08:11:46+00:00,positif
wifi naik bjir,2025-01-04 08:10:47+00:00,negatif
tapi kenapa makanan2 dialfee... pada naik yah,2025-01-04 08:09:43+00:00,negatif
🥰,2025-01-04 08:07:30+00:00,positif
Paaak Tttutor Fyfff Donggccc,2025-01-04 08:02:08+00:00,netral
"min tolong untuk bantuan pemerintah yang wajib dapat itu memang yang benar² wajib, bukan sodara kades semua min,,
mohon min di tindak lanjutin",2025-01-04 08:01:06+00:00,netral
"min desa ku dana bumdes kog gk ada hasilnya inovasi apapun ya, sebenarnya dana nya di pergunakan semestinya apa masuk kantong se balai desa ya 😳😳😳",2025-01-04 08:00:48+00:00,negatif
"assalamualaikum
mau nanya min
apa benar ibuk hamil dapat bantuan, kalo beneran dapat gimana caranya min🙏🙏🙏",2025-01-04 08:00:12+00:00,netral
min libra dan scorpio cocik gk😭😭😭,2025-01-04 07:53:35+00:00,negatif
min kasih loker min,2025-01-04 07:52:43+00:00,netral
min mie ayam sama bakso kena PPN gk min😁,2025-01-04 07:52:28+00:00,netral
"kayu = 5th
ayam = 7th
300T = 6,5th💀
menyala negri ku",2025-01-04 07:52:22+00:00,negatif
Min jadi gak sklh libur selama bulan puasa?,2025-01-04 07:50:45+00:00,negatif
setuju,2025-01-04 07:49:50+00:00,negatif
"admin @gerindra tolong baca sebentar,
sebenarnya untuk ibu hamil itu ada bansos engga sih,
karna disini setiap ibu hamil dimintain foto ktp pasutri alasanya untuk pencatatan aja..
mohon tanggapannya",2025-01-04 07:48:10+00:00,negatif
"saya cuma sekedar masukan aja min, kenapa yg dapat bantuan anak2 muda yang baru menikah sekian thn, sedangkan d tempatku terutama ibu bapa ku tidak pernah dapat bantuan apapun, kalau ditanyakan",2025-01-04 07:44:42+00:00,negatif
"@user353941672 nih dibaca baik baik,udah akun fake -1 membaca pula",2025-01-04 07:42:03+00:00,negatif
PENTINGNYA MEMBACA CAPTION YAWW,2025-01-04 07:42:01+00:00,positif
sehat selalu min 🙏,2025-01-04 07:36:28+00:00,positif
@partaigerindra min minta tolong banget ini mah pertanyaan aku serius... kan aku admin pembuat faktur pajak yah nah konsultan pajak nya minta KTP buat akun padahal hamba itu karyawan only.,2025-01-04 07:26:18+00:00,negatif
Min relawan mkn gratiss daftr dmna?,2025-01-04 07:24:04+00:00,negatif
🥰🥰🥰,2025-01-04 07:20:10+00:00,positif
"Siang Kak Mimin..ijinkan saya untuk sdkit cerita..Jadi ceritanya sertifikat rmh org tua saya masih berbentuk PETOK..domisili saya dan org tua Batang, Jawa tengah..kbtulan kami warganya Bpk.WIHAJI yg skrg jd menteri kependudukan dan pembangunan kluarga Indonesia skrg ini..Pada masa jbtan Pak Jokowi kn ada program pembuatan sertifikat massal gratis ya min..Lha org tua saya trmsuk slh satu pesertanya..Cm masalahnya sertifikat nya smpe skrg blm jadi...pdhl pas awal pengukuran sama k kelurahan, org tua saya diminta utk membayar sejumlah uang..tp sdh bbrpa tahun brlalu smpe skrg setifikatnya blm jg jadi dgn berbagai alasan..Gmn itu min? Mohon bantuannya @gerindra",2025-01-04 07:19:10+00:00,negatif
min mau di bkinin kopi ga?,2025-01-04 07:17:55+00:00,negatif
"Min 300T kok cuman di hukum 6,5 tahun sihh",2025-01-04 07:15:40+00:00,negatif
kapan Indonesia jadi adil,2025-01-04 07:07:52+00:00,positif
"kayu=5th
ayam=7,5th
300t=6th😅😅",2025-01-04 07:06:06+00:00,positif
lebih bgus nmax ato xmax min😅😅,2025-01-04 07:01:11+00:00,netral
"Tipu Pak,Sy kecewa Pak, katanya jet pribadi n apartmn hrga wow, tp barusan bayar pajak mobil sm motor naik smua,mobil dr 5,6 jt jd 6,3 jta,motor dr 350 rb jd 431,@gerindra sy cilacap ya,hitung sendir",2025-01-04 03:48:34+00:00,negatif
min kasih hukuman yg lebih berat sudh merugikan negara ini yg korupsi 300T,2025-01-04 03:48:02+00:00,negatif
waifu bapak di anime siapa,2025-01-04 03:46:06+00:00,positif
Listrikku baru ngisi dan naik 2x lipat😭🙏🙏🙏🙏🙏🙏 saranghae pakkkk 🤍🤍🤍,2025-01-04 03:45:35+00:00,negatif
😭,2025-01-04 03:44:45+00:00,positif
min apa betul di bulan puasa libur,2025-01-04 03:39:36+00:00,negatif
"bukan nya turun bahan baku,,malah naik,garagara pajak naik,,mgkn ini cara mereka biar rakyat cepat punah,minyak aja 20 RB 1 kl.yg kaya tambah kaya, yg miskin BKN lagi miskin ,tunggu2 mati kelaparan.",2025-01-04 03:38:24+00:00,negatif
jangan cuman bicara pak 271 triliun harus di adili dengan wajar pak masak cuman 6.5 tahun,2025-01-04 03:36:03+00:00,negatif
min untuk listrik yang buat usaha tidak ada diskon ya...😁🙏,2025-01-04 03:35:58+00:00,negatif
libur 1 bulan kita min puasa😂,2025-01-04 03:33:28+00:00,negatif
nganu min,2025-01-04 03:32:34+00:00,netral
🥺,2025-01-04 03:28:21+00:00,positif
😁,2025-01-04 03:28:19+00:00,positif
Pantes cabai 1/4 25 rebu 😭😭,2025-01-04 03:26:05+00:00,negatif
Min kami minta kejelasan untuk kami yg yg blm lolos P3k,2025-01-04 03:23:15+00:00,negatif
min tolong min harga padi cuman 5300 min di wilayah Palembang,2025-01-04 03:22:45+00:00,negatif
🤩,2025-01-04 03:19:14+00:00,positif
Min kerja prabowo sebelum 100 hari sudah sangat luar biasa,2025-01-04 03:17:08+00:00,negatif
Turunin harga rokok surya 16 min 🥰,2025-01-04 03:13:52+00:00,negatif
Gerindra dukung Madrid apa Barcelona 😁🗿?,2025-01-04 03:13:21+00:00,negatif
"jambu alas kulit e ijo seng
di gagas uwes ndue bojo",2025-01-04 03:13:10+00:00,negatif
💗,2025-01-04 03:12:59+00:00,positif
midra sy bersyukur aja karna sy ga punya brang berharga/ mewah 🙏🙏,2025-01-04 03:11:40+00:00,netral
harga minyak dan tepung pak kondisikan jga... akhir2 ini melonjak parah..,2025-01-04 03:09:41+00:00,negatif
otw kirim ke grup keluarga yang isinya anak abah semua😂,2025-01-04 03:09:01+00:00,negatif
ah yang benar?,2025-01-04 03:06:27+00:00,positif
min perbanyak motor astra dong. dan turunkan harganya,2025-01-04 03:04:39+00:00,negatif
"NI ADMIN JUGA MANUSIA BUKN TUHAN ANJIRR JADI STOP MINTA² INI ITU BIAR ADIL, 🥰 DIA JUGA MANUSIA",2025-01-04 03:04:20+00:00,negatif
saya beli online di Lazada seharga harga 40rb tapi di kenakan ppn apakah seharga 40rb itu termasuk kemewahan mautanyak,2025-01-04 03:02:18+00:00,negatif
🥰,2025-01-04 03:00:59+00:00,positif
min apa benar bulan puasa anak sekolah diliburkan 1 bulan penuh,2025-01-03 23:28:04+00:00,negatif
😁,2025-01-03 23:25:55+00:00,positif
PPN tetap harga barangnya tetap naik njir 😂,2025-01-03 23:17:17+00:00,netral
sehat selalu ya pak Prabowo Subianto 🤲🥰,2025-01-03 23:02:59+00:00,positif
🥰🥰🥰,2025-01-03 22:50:22+00:00,positif
"min, bpjs kok sekarang peraturannya mempersulit rakyat. padahal kita juga bayar loh tiap bulan. tolong dong itu bpjs di audit. isunya rame malah karyawan bpjs pake asuransi inhealth. kok gitu si min",2025-01-03 22:35:41+00:00,negatif
min roko juga termasuk ppn 12% ? nasib kami peroko gimana min kalo naik terus -_-,2025-01-03 22:14:58+00:00,negatif
"pinjol gimana min , menyusahkan rakyat",2025-01-03 22:07:52+00:00,negatif
"min ga geram gtu min liat oknum"" pol*i yg nolak laporan masyarakat kmaren saya laporan kasus pengeroyokan di mintain uang pelaku udah di tangkep padahal min tapi pas sore nya mau bikin laporan lagi pelaku udah kluar ini gimna min",2025-01-03 21:53:25+00:00,negatif
emng bener puasa sekolah di libur kan 1 bulan full,2025-01-03 21:31:40+00:00,negatif
"min tlng dong d percepat pulang skolah,masa pulang jam stengah 5? belum pr nya bertumpuk2
gmna yg siswany tulang punggung keluarga? mau pulang jam brp",2025-01-03 20:40:45+00:00,negatif
lombok larang ki pie min aku bakul angkringan gak nggo sambel seng tuku do lungo,2025-01-03 20:19:49+00:00,negatif
"min.
saya punya usul min. kalau bisa komisioner kpu dan bawaslu itu umurnya Diminimalisir menjadi 25 Tahun dengan syarat dan ketentuan, yang paling utama mempunyai pengalaman di tingkat kecamatan.
kasihan yang muda"" min, memiliki potensi dan visioner tapi tidak dimanfaatkan dan diperhatikan oleh negara.
mungkin itu saja usulan saya min.
@partaigerindra",2025-01-03 20:06:23+00:00,negatif
"min masa iuran bulanan warga naik juga, biasa 10.000 jadi 20.000",2025-01-03 20:00:41+00:00,negatif
"@partaigerindracoba jln² ke desa² smua bahan pokok naik, terutama disulawesi, ketika brtanya kok mhl katanya krna PPN 12% naik otomatis smua hrga naik mreka cuman ikut pemerintah 🤣",2025-01-03 19:59:45+00:00,negatif
Dalam Peraturan Menteri Keuangan nomor 141/PMK.010/2021 tentang Penetapan Jenis Kendaraan Bermotor yang dikenai Pajak Penjualan atas Barang Mewah dan Tata Cara Pengenaan Pemberian dan Penatausahaan Pe,2025-01-03 19:46:54+00:00,netral
"Tolong pak prabowo harus tau ini masalah yang lagi viral bos rental mobil di banten, harus dicopot itu jabatan kapolsek cinangka dan pecat jajarannya",2025-01-03 19:46:40+00:00,negatif
🥰,2025-01-03 19:44:02+00:00,positif
sudah tersampaikan😭,2025-01-03 19:43:47+00:00,positif
min harga cabe naik harga sayuran naik min ...alhamdulillah ya min rejekine pak petani.hari ini di mlg 3 jan 75 000 perkilo,2025-01-03 19:29:52+00:00,negatif
🥰,2025-01-03 19:08:10+00:00,positif
min suruh dong pak presiden mampir ke rumah saya silaturahmi aja gitu,2025-01-03 19:03:47+00:00,negatif
min aku tolong aku,2025-01-03 18:51:37+00:00,positif
masyarakat miskin tolong turunkan ppnnya,2025-01-03 18:45:00+00:00,negatif
Min infoin loker🗿,2025-01-03 18:40:47+00:00,positif
"min.. bulan puasa kok gk libur,katanya liburr🗿",2025-01-03 18:34:28+00:00,negatif
min turunin harga bbm dong min😃,2025-01-03 18:29:07+00:00,positif
min tolong bahas aturan baru bpjs kesehatan,2025-01-03 18:28:52+00:00,positif
Min emang pas puasa ga di liburin satu bulan,2025-01-03 14:58:46+00:00,negatif
min kenapa ya BPJS tidak berbayar ( KIS) di nonaktifkan🥺🥺,2025-01-03 14:54:53+00:00,negatif
tolong kaki sya sakit😭,2025-01-03 14:49:03+00:00,netral
"min gimana tanggapan bapak Prabowo tentang korupsi 6,5triliun ?🤔 jawab dong min",2025-01-03 14:42:09+00:00,negatif
min tutor dapat istri yg bohay gimana..?,2025-01-03 14:41:03+00:00,negatif
"kalau masih gak ngerti juga apa yang sudah di jelaskan oleh admin gerinda,, benar2 🧠👎",2025-01-03 14:38:30+00:00,negatif
pa peresiden minta aipon dong,2025-01-03 14:37:33+00:00,netral
tapi min asli pembayaran PDAM BERAU jdi 2kali lipat min yallah ngenes banget dah 😭 @gerindra,2025-01-03 14:36:52+00:00,negatif
min Gerindra tolong dong di youtube banyak promosiin judol di komentar plis min😭😭,2025-01-03 14:35:35+00:00,positif
aturen Dewe penting seneng 😅😅😅,2025-01-03 14:34:51+00:00,positif
"padahal barang mewah yang kena pajak 12%, tapi disini malah sembako yg pada naik😭😭😭😭",2025-01-03 14:30:25+00:00,netral
rakyatmu yg aneh pak.. malah di pasar barang2 naik bangettt. pdahal dari pemerintah gak ada kenaikan bahan pokok makanan😭😭. masak aku beli ayam 1/4kg 15rb. emang ayam sekilo 60rb kah?,2025-01-03 14:26:54+00:00,negatif
"Alhamdulillah.....Pak Presidenku Prabowo Subianto Sayang Pada Rakyatnya, Bangsanya dan Negaranya🤩Ingin Rakyatnya hudup Sejahtera adil merata sampai kepelosok NKRI🙏🥰",2025-01-03 14:25:23+00:00,positif
Captionnya saya baca sampai habis 👍🏻,2025-01-03 14:21:44+00:00,negatif
"nih orang pada baca caption gak sih malah marah² ppn 12%
auto menurun IQ gw kalo baca komenan tiktok mendingan IG",2025-01-03 14:16:28+00:00,negatif
min adain skincare yg ditanggung bpjs dong🤩🤩🥰🥰,2025-01-03 14:15:39+00:00,negatif
mangat min mangaat 😅,2025-01-03 14:15:05+00:00,positif
mie ayam mie kuah,2025-01-03 14:14:46+00:00,netral
"sepatu, sandal bisa naik ga ya😱😱😱",2025-01-03 14:13:16+00:00,netral
"yg ribut² PPN naik 12 persen,itu udah kebeli belum kapal pesiar nya?😭🙏🏻",2025-01-03 14:09:45+00:00,negatif
min mau nasgor ngga?,2025-01-03 14:08:53+00:00,negatif
kembali ke era Suharto aja pak,2025-01-03 14:08:40+00:00,positif
saya laporan tentang judol ke Kominfo udah 10x ga pernah di acc kenapa???,2025-01-03 14:07:56+00:00,negatif
gerinda bukanya buat motong ya😂??,2025-01-03 14:06:52+00:00,negatif
buruh makin pusing ama umr karna gaji buruh buat gaji dpr,2025-01-03 13:59:03+00:00,negatif
min orang tulus gamenya apa,2025-01-03 13:57:07+00:00,negatif
min tolong dicek dulu kepsek SD negeri 101798 pamah delitua kabupaten Deli serdang provinsi Sumatera utara menggunakan jabatan utk memasukkan keluarganya bekerja di sekolah tsb. mulai dari anak sampe menantu.mohon dibantu min🙏🙏,2025-01-03 13:55:48+00:00,positif
🥰,2025-01-03 13:52:48+00:00,positif
min kerjaan dong,2025-01-03 13:50:10+00:00,negatif
"min cobk tlong beacukai cargoan brang dri luar negri diprmudah ksian kita bnyak cargo barang gak smpai""",2025-01-03 11:03:08+00:00,negatif
keluarga gua pendukung abah gua mau kasih liat ini min.,2025-01-03 11:02:44+00:00,negatif
min kok celana dalam di pasar naek si kan yg aku di curi terus jir 🗿,2025-01-03 11:02:22+00:00,negatif
"kayu = 5th
ayam = 7th
300T = 6,5th💀
menyala negri ku🔥🔥🔥🔥🔥🔥",2025-01-03 10:58:34+00:00,negatif
"mslhnya min, beberapa produsen sepertiny udh sengaja naikin harga barang manfaatin chaos di masyarakat mslh PPN 12%, pdhl belum ditetapin naik jadi 12, mlh udh dinaikin",2025-01-03 10:57:07+00:00,negatif
buktinya gajian ku 2minggu 1.390.000 di potong ppn jadi 1.298.000 gmna pendapat admin gerindra?,2025-01-03 10:56:37+00:00,negatif
min ini pasar Caringin sampah nya menggunung bau banget bisa jadi penyakit suka banjir juga tolong min bau banget sampai Belun di proses buat di buang kemana,2025-01-03 10:56:09+00:00,negatif
"min tolong untuk batuan batuan tolong harus tepas sasaran 😭😭 jangan yang punya rumah ,pnya kontakan dapet semua bantuan 😭😭😭",2025-01-03 10:55:20+00:00,negatif
".........,...... . owh🥺",2025-01-03 10:54:03+00:00,negatif
min tolong bls dm ku min,2025-01-03 10:52:39+00:00,positif
"makan siang gratis di Bekasi mana min
sumpah dah di Bekasi ga ke bagian makan siang gratis terutama kan Bekasi harapan indah, indah aja di harapan apa lagi makan siang gratis",2025-01-03 10:52:37+00:00,positif
dan ini di desa saya mind.tolong ti perhatikan baik baik,2025-01-03 10:51:58+00:00,positif
"Mereka itu bekkerja untuk negara dan masyarakat,lantas mengapa pemerintah ke atas tidak menggaji mereka",2025-01-03 10:51:42+00:00,negatif
"mind kenapa gaji kepala desa dan bawahhan nya tidak di kasih kasih, kenapa ini mind coba di perhatikan baik baik",2025-01-03 10:51:03+00:00,positif
min mending kerja apa nikah?,2025-01-03 10:50:41+00:00,negatif
"sebenarnya sudah detail bgts penjelasannya, tapi kenapa di prakteknya semua dinaikkan, beras rakyat yg sphp itu naik 1000/ pack, minuman air mineral, jajan"" anak,santan instan, semua padaa naikkkkkk.. duchh salah paham apa gmn ini?",2025-01-03 10:48:47+00:00,negatif
p,2025-01-03 10:48:39+00:00,positif
min apakah bener bulan ramadhan libur full 1 bulan?,2025-01-03 10:48:38+00:00,negatif
apa bener pak bulan puasa libur 1 bulan?,2025-01-03 10:48:00+00:00,negatif
mi liburin puasa min mau bantu ortu,2025-01-03 10:46:50+00:00,negatif
🥰,2025-01-03 10:45:22+00:00,positif
min.q sedih tiap hujan rumah pada bocor,2025-01-03 10:45:11+00:00,netral
"tiket pesawat kapan turun mind, tolong jawab, mau pulang ke rumah istri di gorontalo harus kerja keras banget",2025-01-03 10:43:53+00:00,negatif
Jadinya yang bener yang mana?,2025-01-03 10:43:49+00:00,netral
ingin di sapa admin gerindra,2025-01-03 10:39:46+00:00,positif
min tolong dong pedagangnya jga di observasi lagi takutnya ada yg nakal naikin harga seenaknya. 😭😭😭,2025-01-03 10:39:28+00:00,negatif
tetep semangat min,2025-01-03 10:38:35+00:00,negatif
🫰🏻🫰🏻,2025-01-03 10:38:14+00:00,positif
tahun baru kemana min,2025-01-03 10:34:48+00:00,positif
min lebih keren fiz R atau rx king,2025-01-03 10:32:31+00:00,netral
🥰,2025-01-03 08:31:15+00:00,positif
"min yang kurupsi itu kok cuma 6,5 tahun beri tangapan donk",2025-01-03 08:23:44+00:00,negatif
rasio pajak = ppnbm,2025-01-03 08:22:06+00:00,netral
"saran min untuk yg akun2 private yg ga jelas tolong di lacak, karna kebanyakan akun2 private ini yg bikin kisruh masyarakat.. bila perlu bikin uu buat pengguna akun",2025-01-03 08:21:49+00:00,negatif
"""Bukany,dari dulu rumusnya gitu.
1. Bikin rencana undang undang yang nyusahin rakyat
2. Setujui undang undang
3. Berlaku nya di 3-4 bulan kedepan
4. Dihari hari terakhir tiba tiba batalin undang²""",2025-01-03 08:19:43+00:00,negatif
💗💗💗,2025-01-03 08:16:06+00:00,positif
min puasa liburin lah😘,2025-01-03 08:16:01+00:00,positif
akun bionya berasa avatar 🤣,2025-01-03 08:15:31+00:00,positif
